,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
342,"range(0, 9, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.030278957877492, '24_ahead': 30.962887329295885, '35_ahead': 33.088955819979134, '13_ahead': 26.402287640168431, '2_ahead': 20.473720541089481}"
343,"range(0, 9, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.455964325985214, '24_ahead': 28.841696960059611, '35_ahead': 31.941745501789224, '13_ahead': 24.072110990975755, '2_ahead': 16.351965327942633}"
344,"range(0, 9, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.229877513008933, '24_ahead': 24.716169393400094, '35_ahead': 23.923096261895964, '13_ahead': 17.615376504084086, '2_ahead': 6.5028024570075438}"
345,"range(0, 9, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.884830630236046, '24_ahead': 26.4867461464749, '35_ahead': 30.828953790427157, '13_ahead': 19.299112566697708, '2_ahead': 5.3943740770623485}"
346,"range(0, 9, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 32.720622037411545, '24_ahead': 30.243839147937258, '35_ahead': 33.63640313772882, '13_ahead': 24.809435827418842, '2_ahead': 22.006607976462544}"
347,"range(0, 9, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.210808067557331, '24_ahead': 28.506463345820244, '35_ahead': 32.914962972707542, '13_ahead': 43.898865888291674, '2_ahead': 28.165378105355995}"
348,"range(0, 9, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.653150122425608, '24_ahead': 26.669102423701059, '35_ahead': 28.702918233085704, '13_ahead': 20.47766325262014, '2_ahead': 7.2214848601435486}"
349,"range(0, 9, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.525256395196415, '24_ahead': 26.882142200904834, '35_ahead': 30.17285940401224, '13_ahead': 20.127317017188815, '2_ahead': 6.9527560227260716}"
350,"range(0, 9, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.827064025144708, '24_ahead': 30.623650670642476, '35_ahead': 32.76833281603227, '13_ahead': 26.483351150932236, '2_ahead': 21.400602875434434}"
351,"range(0, 9, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 34.074295268294193, '24_ahead': 28.940380656725534, '35_ahead': 31.99054139010774, '13_ahead': 24.53118404011914, '2_ahead': 17.306562371808095}"
352,"range(0, 9, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.607063354118864, '24_ahead': 29.496177059191471, '35_ahead': 31.780942429004725, '13_ahead': 24.837554405202596, '2_ahead': 19.14695218293808}"
353,"range(0, 9, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.585800677317337, '24_ahead': 25.415363612232976, '35_ahead': 30.427590914655823, '13_ahead': 21.449807838668004, '2_ahead': 6.8116762067387659}"
354,"range(0, 9, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.380828359132622, '24_ahead': 26.624961122571069, '35_ahead': 30.474576673854443, '13_ahead': 20.101853583638462, '2_ahead': 6.1235314360863562}"
355,"range(0, 9, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.919672886940376, '24_ahead': 29.824268743606282, '35_ahead': 32.409657699988927, '13_ahead': 26.517295884193057, '2_ahead': 20.442892738585041}"
356,"range(0, 9, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.499878725843587, '24_ahead': 29.408633885520555, '35_ahead': 31.943419265137308, '13_ahead': 24.431459525616983, '2_ahead': 17.666496118213349}"
357,"range(0, 9, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.946096142433426, '24_ahead': 29.754667719109001, '35_ahead': 32.567068364046833, '13_ahead': 25.704916810498318, '2_ahead': 20.024234297106066}"
358,"range(0, 9, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.701973180496914, '24_ahead': 25.264716528302372, '35_ahead': 29.728768937393536, '13_ahead': 20.509157036741794, '2_ahead': 11.629067592161267}"
359,"range(0, 9, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.699204087797369, '24_ahead': 26.547792623367897, '35_ahead': 30.814964770529066, '13_ahead': 20.568592873788358, '2_ahead': 10.521067955226274}"
360,"range(0, 9, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.950189738871515, '24_ahead': 30.116825424114783, '35_ahead': 32.807768641008415, '13_ahead': 26.095194926228661, '2_ahead': 20.566619622327412}"
361,"range(0, 9, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.589683428726204, '24_ahead': 29.302285568849129, '35_ahead': 31.914781129835916, '13_ahead': 24.19551095239099, '2_ahead': 16.615493903476988}"
362,"range(0, 9, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.574384909274798, '24_ahead': 29.183375756809745, '35_ahead': 32.028433164001434, '13_ahead': 25.088868583391235, '2_ahead': 19.458131264548289}"
363,"range(0, 9, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.090489778407157, '24_ahead': 25.575655944869681, '35_ahead': 28.983757244138339, '13_ahead': 19.868963723195925, '2_ahead': 7.7575703545734598}"
364,"range(0, 9, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.504313847823887, '24_ahead': 26.50716557714728, '35_ahead': 30.153512749767, '13_ahead': 19.402201737611723, '2_ahead': 6.2717394278785346}"
365,"range(0, 9, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.053013275572901, '24_ahead': 30.634564589799609, '35_ahead': 32.681469659308469, '13_ahead': 27.076800560107696, '2_ahead': 21.502258254158956}"
366,"range(0, 9, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.92471750766358, '24_ahead': 28.792632096786399, '35_ahead': 32.004668724158613, '13_ahead': 24.16548203438478, '2_ahead': 16.926763305372265}"
367,"range(0, 9, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.732260907843845, '24_ahead': 29.412604320779241, '35_ahead': 31.769051099450664, '13_ahead': 25.076385261707475, '2_ahead': 19.250449730588514}"
368,"range(0, 9, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.407629831969423, '24_ahead': 22.721280518096645, '35_ahead': 24.874320320164539, '13_ahead': 18.970577734035992, '2_ahead': 6.452161159262678}"
369,"range(0, 9, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.693394802981501, '24_ahead': 26.118713230343122, '35_ahead': 30.186479665383565, '13_ahead': 19.299560513289936, '2_ahead': 6.1202835644859928}"
370,"range(0, 9, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.771931640675113, '24_ahead': 29.914461653977206, '35_ahead': 32.196373086814361, '13_ahead': 25.94861377444127, '2_ahead': 20.536957478372219}"
371,"range(0, 9, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.594698637402843, '24_ahead': 28.722421174809703, '35_ahead': 31.713140563898403, '13_ahead': 23.670716969516331, '2_ahead': 16.63588618622682}"
372,"range(0, 9, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.620130397677663, '24_ahead': 29.459472668434902, '35_ahead': 32.04430367238654, '13_ahead': 24.893198649364493, '2_ahead': 18.918465591392117}"
373,"range(0, 9, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.083924865581064, '24_ahead': 24.269592336392883, '35_ahead': 23.979885007982212, '13_ahead': 18.622705353551137, '2_ahead': 6.6346305199419247}"
374,"range(0, 9, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.589418528356362, '24_ahead': 26.467993818988191, '35_ahead': 30.080088997120789, '13_ahead': 19.390665256463567, '2_ahead': 5.5843601279617481}"
375,"range(0, 9, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.852463496076808, '24_ahead': 30.084287042127503, '35_ahead': 32.349315345875979, '13_ahead': 26.173870858589829, '2_ahead': 20.255686235431906}"
376,"range(0, 9, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.469889707972293, '24_ahead': 28.673500579562599, '35_ahead': 31.57950239532482, '13_ahead': 23.737482214851799, '2_ahead': 16.308241563529879}"
377,"range(0, 9, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.615888739888234, '24_ahead': 29.133442971669727, '35_ahead': 31.966113894897955, '13_ahead': 24.973916780628599, '2_ahead': 19.069657921537253}"
378,"range(0, 9, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.936198277352744, '24_ahead': 23.862312447188479, '35_ahead': 25.444326467170125, '13_ahead': 18.436700057785298, '2_ahead': 6.9366375427700016}"
379,"range(0, 9, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.429029243868264, '24_ahead': 26.336242635950519, '35_ahead': 30.140805713063436, '13_ahead': 19.167912805508632, '2_ahead': 5.6139228316441931}"
380,"range(0, 9, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.805186235394004, '24_ahead': 29.574589242801768, '35_ahead': 32.026716284399278, '13_ahead': 25.516145864934987, '2_ahead': 19.887690533765955}"
381,"range(0, 9, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.470561520000231, '24_ahead': 28.60450699433521, '35_ahead': 31.495973202526869, '13_ahead': 23.644501619677591, '2_ahead': 16.125012243165532}"
382,"range(0, 9, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.449190749078582, '24_ahead': 29.457377128833425, '35_ahead': 32.0880140476688, '13_ahead': 25.045618640295849, '2_ahead': 19.157785035059206}"
383,"range(0, 9, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.765352275428732, '24_ahead': 23.924060412343334, '35_ahead': 25.435518694777993, '13_ahead': 18.471589281251877, '2_ahead': 6.3128799094081769}"
384,"range(0, 9, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.382257093054072, '24_ahead': 26.456406882016729, '35_ahead': 30.12116478673514, '13_ahead': 19.267100413738298, '2_ahead': 5.4419985038160554}"
385,"range(0, 9, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.616572096045552, '24_ahead': 29.438164139548135, '35_ahead': 32.101584086878859, '13_ahead': 25.368284667121969, '2_ahead': 19.678681952454678}"
386,"range(0, 9, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.43423486750229, '24_ahead': 28.688265220734468, '35_ahead': 31.579141162151014, '13_ahead': 24.054034196159453, '2_ahead': 16.223593705339251}"
387,"range(0, 9, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.554336976900764, '24_ahead': 29.173306069095343, '35_ahead': 32.197330900073695, '13_ahead': 24.981236227550021, '2_ahead': 19.07705276007222}"
388,"range(0, 9, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.704994762640105, '24_ahead': 21.261913146568677, '35_ahead': 21.55968832982532, '13_ahead': 18.633930510356706, '2_ahead': 7.2970436707814317}"
389,"range(0, 9, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.566485045249635, '24_ahead': 26.712545578891238, '35_ahead': 29.877224659307398, '13_ahead': 20.043461122696424, '2_ahead': 6.7190646108869361}"
390,"range(0, 9, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.756439902899309, '24_ahead': 29.671501774756297, '35_ahead': 32.168642204213974, '13_ahead': 25.584683666959684, '2_ahead': 20.29934034917482}"
391,"range(0, 9, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.399532904566904, '24_ahead': 28.548739557425677, '35_ahead': 31.63866405303359, '13_ahead': 23.937030121567165, '2_ahead': 16.85479233652924}"
392,"range(0, 9, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.530227416342861, '24_ahead': 29.171015019508545, '35_ahead': 31.572496537847226, '13_ahead': 24.881926183435919, '2_ahead': 18.999094584810088}"
393,"range(0, 9, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.60552436103892, '24_ahead': 24.265268616654495, '35_ahead': 23.888309690010622, '13_ahead': 17.372798925221531, '2_ahead': 6.5494452617174019}"
394,"range(0, 9, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.453400683512747, '24_ahead': 29.765572784687862, '35_ahead': 30.846707511891022, '13_ahead': 21.19080904650005, '2_ahead': 7.9628571810818105}"
395,"range(0, 9, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.994522779139267, '24_ahead': 30.139178586196003, '35_ahead': 32.144787732027517, '13_ahead': 25.728590876217734, '2_ahead': 20.389464107368891}"
396,"range(0, 9, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.339285528524428, '24_ahead': 28.665515130642945, '35_ahead': 31.584712005421537, '13_ahead': 23.806633914249076, '2_ahead': 16.922143179327691}"
397,"range(0, 9, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 34.216746284848185, '24_ahead': 28.933212291043635, '35_ahead': 32.541674547923911, '13_ahead': 26.227995633397757, '2_ahead': 19.469975862228317}"
398,"range(0, 9, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.781473557636069, '24_ahead': 21.917915790402535, '35_ahead': 27.079728456028196, '13_ahead': 18.184691140475742, '2_ahead': 7.2646771284887217}"
399,"range(0, 9, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.614260982543435, '24_ahead': 30.176388329295104, '35_ahead': 31.976480748162619, '13_ahead': 18.826345239145049, '2_ahead': 7.9348158812667968}"
400,"range(0, 9, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.899978561093683, '24_ahead': 29.789589176816936, '35_ahead': 32.197295900571568, '13_ahead': 25.270734692494905, '2_ahead': 20.000063371039733}"
401,"range(0, 9, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.958007409410129, '24_ahead': 29.455640747964118, '35_ahead': 30.423563243469047, '13_ahead': 24.39076358872676, '2_ahead': 16.698425334724742}"
402,"range(0, 9, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.7056299266875, '24_ahead': 29.046988667459459, '35_ahead': 31.910289810674236, '13_ahead': 25.250084457200479, '2_ahead': 19.527005760211097}"
403,"range(0, 9, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.091739709911511, '24_ahead': 20.640919903760693, '35_ahead': 21.867689755757702, '13_ahead': 18.498272841254124, '2_ahead': 6.4178469754767287}"
404,"range(0, 9, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.371257132108312, '24_ahead': 26.335460446666485, '35_ahead': 30.039033147629816, '13_ahead': 19.498954395588942, '2_ahead': 5.5477571925642515}"
405,"range(0, 9, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.719853423701601, '24_ahead': 29.64209106708234, '35_ahead': 32.207734212655538, '13_ahead': 25.831070738240509, '2_ahead': 20.203018667621276}"
406,"range(0, 9, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 34.055614906734263, '24_ahead': 28.658351231917575, '35_ahead': 31.875431565647055, '13_ahead': 23.986645815405982, '2_ahead': 16.337874223507381}"
407,"range(0, 9, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.335872213647519, '24_ahead': 28.993304673342291, '35_ahead': 31.62071749947258, '13_ahead': 24.940156153363645, '2_ahead': 19.129462425439847}"
408,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.078788712662575, '24_ahead': 26.510245639557482, '35_ahead': 29.28596401735896, '13_ahead': 20.059158452031784, '2_ahead': 10.559047086665885}"
409,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.267793570986996, '24_ahead': 26.974548893478985, '35_ahead': 29.938019695346732, '13_ahead': 19.856141473138209, '2_ahead': 7.0021670895294319}"
410,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.780230953669196, '24_ahead': 30.21985815642471, '35_ahead': 32.433354104066666, '13_ahead': 26.258073726938804, '2_ahead': 21.127372940741672}"
411,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.835632385467861, '24_ahead': 28.74281809445425, '35_ahead': 32.305473112480747, '13_ahead': 24.842242519504179, '2_ahead': 17.583262435403711}"
412,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.641323710897147, '24_ahead': 29.840747394363138, '35_ahead': 32.403010850073827, '13_ahead': 26.982140747922365, '2_ahead': 20.926951848974205}"
413,"range(0, 9, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.237930558060171, '24_ahead': 31.239371951510957, '35_ahead': 33.045401653990098, '13_ahead': 28.107525757123074, '2_ahead': 25.249064432190067}"
414,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.95697042351841, '24_ahead': 25.764770809009207, '35_ahead': 29.423500894168694, '13_ahead': 21.098783181434314, '2_ahead': 10.658961840594213}"
415,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.906372474632555, '24_ahead': 26.268589226312407, '35_ahead': 30.221362352053337, '13_ahead': 20.586219015724712, '2_ahead': 6.8483909468923745}"
416,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.297283368115863, '24_ahead': 30.358292751718711, '35_ahead': 32.364894732474887, '13_ahead': 26.499039859370161, '2_ahead': 21.186501937123623}"
417,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.463902346421449, '24_ahead': 28.890058405671439, '35_ahead': 31.777480156195143, '13_ahead': 24.079801623279913, '2_ahead': 16.941790021844984}"
418,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.502148012635423, '24_ahead': 29.108547590265388, '35_ahead': 32.087432969673571, '13_ahead': 25.295143662075947, '2_ahead': 19.511654688511953}"
419,"range(0, 9, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.493860562154836, '24_ahead': 30.777193044978027, '35_ahead': 33.085210459429867, '13_ahead': 28.050351193398704, '2_ahead': 25.928432532728337}"
420,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.625989768657504, '24_ahead': 26.06025343195428, '35_ahead': 29.609118007202127, '13_ahead': 19.870744237323159, '2_ahead': 10.123313236866181}"
421,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.346798492263702, '24_ahead': 26.948168895222942, '35_ahead': 30.330512061449781, '13_ahead': 19.610397148219246, '2_ahead': 8.750364381304486}"
422,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.718370849686849, '24_ahead': 30.249629159904455, '35_ahead': 32.381112242256904, '13_ahead': 25.80745563726871, '2_ahead': 20.09557438657226}"
423,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.591632261783161, '24_ahead': 28.815668125398219, '35_ahead': 31.739496939473874, '13_ahead': 24.371764757651196, '2_ahead': 17.295837683533335}"
424,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.870001994011083, '24_ahead': 29.822963680235013, '35_ahead': 32.163380030973855, '13_ahead': 26.387140949321164, '2_ahead': 19.821038158752884}"
425,"range(0, 9, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.495325535253407, '24_ahead': 30.425421619898145, '35_ahead': 32.58791158331119, '13_ahead': 28.304603251274671, '2_ahead': 25.350295826843098}"
