,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
98,"range(0, 1, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.145250538869838, '24_ahead': 24.143142549159823, '35_ahead': 27.82855304967433, '2_ahead': 14.644794131997099, '46_ahead': 30.636966312445104}"
99,"range(0, 1, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.72191587062829, '24_ahead': 27.878480193602687, '35_ahead': 29.52254111000147, '2_ahead': 22.168180295802934, '46_ahead': 32.080046597332426}"
100,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.416685502136925, '24_ahead': 20.195234558418832, '35_ahead': 21.651112484606784, '2_ahead': 5.1206131393262089, '46_ahead': 22.991943271223711}"
101,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.455255324762458, '24_ahead': 22.864664530449478, '35_ahead': 27.555881736677296, '2_ahead': 4.3438001132993982, '46_ahead': 30.639002318701102}"
102,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.495703822950006, '24_ahead': 25.079207109034137, '35_ahead': 28.605657237853421, '2_ahead': 15.187141574041604, '46_ahead': 32.892810635167642}"
103,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.495170530221362, '24_ahead': 26.764292686278328, '35_ahead': 30.065112688118969, '2_ahead': 18.699054280404511, '46_ahead': 32.469202785515137}"
104,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.194676389965883, '24_ahead': 21.411518439501027, '35_ahead': 19.403224141257137, '2_ahead': 5.1142240785684558, '46_ahead': 25.27596496682753}"
105,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.556125771519945, '24_ahead': 23.163632033889424, '35_ahead': 27.53160017099286, '2_ahead': 3.666214691500838, '46_ahead': 30.987818554971355}"
106,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.629850300244293, '24_ahead': 24.129040034316539, '35_ahead': 27.705751176859867, '2_ahead': 15.43942731472724, '46_ahead': 29.787609595546265}"
107,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.748336494390571, '24_ahead': 26.976601592563473, '35_ahead': 30.043581127406853, '2_ahead': 19.198777924852585, '46_ahead': 32.443948591030043}"
108,"range(0, 1, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.48220374999601, '24_ahead': 20.870517752081359, '35_ahead': 23.94405668667471, '2_ahead': 5.3571883738161352, '46_ahead': 26.936344859414856}"
109,"range(0, 1, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.640260017254342, '24_ahead': 23.113466721027187, '35_ahead': 27.731256687631376, '2_ahead': 4.7755970424840086, '46_ahead': 30.918185719093405}"
110,"range(0, 1, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.844359186733403, '24_ahead': 24.003144365138766, '35_ahead': 27.957180331925638, '2_ahead': 14.64599512933672, '46_ahead': 30.514421084212977}"
111,"range(0, 1, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.729217790267988, '24_ahead': 27.082126115915948, '35_ahead': 30.180678383875485, '2_ahead': 18.744782401198826, '46_ahead': 32.705503327011698}"
112,"range(0, 1, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.031314217490898, '24_ahead': 27.100097717421896, '35_ahead': 29.82941289966832, '2_ahead': 21.86542370240608, '46_ahead': 32.013555427071537}"
113,"range(0, 1, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.087967027720818, '24_ahead': 21.778731047965532, '35_ahead': 24.498582372034903, '2_ahead': 8.2399834568110233, '46_ahead': 28.523364891400924}"
114,"range(0, 1, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.453951473034397, '24_ahead': 23.063543454393059, '35_ahead': 27.511918473125224, '2_ahead': 3.8476223070564401, '46_ahead': 30.843302335883998}"
115,"range(0, 1, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.032325959411764, '24_ahead': 24.078077023208856, '35_ahead': 27.702821845467248, '2_ahead': 14.607176174301634, '46_ahead': 30.496926595054962}"
116,"range(0, 1, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.589489644623729, '24_ahead': 26.57606058667799, '35_ahead': 29.897608282247777, '2_ahead': 19.278849851999826, '46_ahead': 32.451719942967266}"
117,"range(0, 1, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.430004759530128, '24_ahead': 27.016688043447036, '35_ahead': 29.73982679118398, '2_ahead': 22.128374039366896, '46_ahead': 33.403484521038187}"
118,"range(0, 1, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.914304979278633, '24_ahead': 22.190687584498932, '35_ahead': 25.945617576364111, '2_ahead': 5.3907730644318734, '46_ahead': 26.561530812204261}"
119,"range(0, 1, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.617383072583522, '24_ahead': 23.649492881214076, '35_ahead': 27.63052133112587, '2_ahead': 5.8606326799330297, '46_ahead': 30.943701707960571}"
120,"range(0, 1, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.835036994834617, '24_ahead': 23.936642359245443, '35_ahead': 27.671668319902995, '2_ahead': 14.608612156698321, '46_ahead': 30.535891286213396}"
121,"range(0, 1, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.710386554652619, '24_ahead': 27.072094885439896, '35_ahead': 30.164079019869273, '2_ahead': 18.888157660737953, '46_ahead': 32.497523218833621}"
122,"range(0, 1, 2)",4.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.971848030033733, '24_ahead': 26.846404349921482, '35_ahead': 29.662613604180528, '2_ahead': 22.072459044044599, '46_ahead': 31.838405810914242}"
123,"range(0, 1, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.588908563154915, '24_ahead': 20.454020745932414, '35_ahead': 24.267961653939693, '2_ahead': 5.1659234080827217, '46_ahead': 25.010047708620085}"
124,"range(0, 1, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.624959191713742, '24_ahead': 23.122065158605924, '35_ahead': 28.09452756159282, '2_ahead': 3.7510029690270041, '46_ahead': 30.996974679518242}"
125,"range(0, 1, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.842897422223302, '24_ahead': 24.141797088213039, '35_ahead': 28.833299573353948, '2_ahead': 14.548147482698761, '46_ahead': 30.505495844036183}"
126,"range(0, 1, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.872324379258512, '24_ahead': 26.777871774247906, '35_ahead': 30.187198956235921, '2_ahead': 19.142917541044497, '46_ahead': 32.464588989602213}"
127,"range(0, 1, 2)",4.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.372648672239531, '24_ahead': 26.904474264392515, '35_ahead': 29.765962566834382, '2_ahead': 22.444700655421968, '46_ahead': 31.901873389301855}"
128,"range(0, 1, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.102389571496213, '24_ahead': 19.956279379753184, '35_ahead': 21.832296117636869, '2_ahead': 5.5956545416131629, '46_ahead': 23.379022647123662}"
129,"range(0, 1, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.599596790957072, '24_ahead': 23.053192968427979, '35_ahead': 27.703444309618824, '2_ahead': 3.9106618926510333, '46_ahead': 30.854709686863341}"
130,"range(0, 1, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.86055881398779, '24_ahead': 24.173643785739856, '35_ahead': 28.235466369044186, '2_ahead': 14.684903285755745, '46_ahead': 30.70141951991052}"
131,"range(0, 1, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.70981315500002, '24_ahead': 26.857713928618779, '35_ahead': 30.215036855794768, '2_ahead': 18.792374059238721, '46_ahead': 32.488857843559011}"
132,"range(0, 1, 2)",4.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.001410205440923, '24_ahead': 26.875921311341745, '35_ahead': 29.70019094713426, '2_ahead': 22.002147539971695, '46_ahead': 32.017696666731574}"
133,"range(0, 1, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.245064769647103, '24_ahead': 19.385581138236528, '35_ahead': 21.355051954537672, '2_ahead': 5.928670930154996, '46_ahead': 21.99682833096632}"
134,"range(0, 1, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.576922410035387, '24_ahead': 23.000164358615663, '35_ahead': 27.701437126576003, '2_ahead': 3.8511451564407393, '46_ahead': 31.004752148485046}"
135,"range(0, 1, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.885989213768276, '24_ahead': 23.993707202262456, '35_ahead': 27.763119472051553, '2_ahead': 14.617296950300581, '46_ahead': 30.579010898543128}"
136,"range(0, 1, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.600389611272455, '24_ahead': 26.7969631483592, '35_ahead': 29.948480514174225, '2_ahead': 18.894394582910323, '46_ahead': 32.279579033734194}"
137,"range(0, 1, 2)",4.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.684875872792517, '24_ahead': 26.859346193118334, '35_ahead': 29.445505752154951, '2_ahead': 21.819739471125857, '46_ahead': 31.944514741519427}"
138,"range(0, 1, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.633783989724204, '24_ahead': 19.877946687971367, '35_ahead': 21.986897390256129, '2_ahead': 5.1761842992682148, '46_ahead': 22.573627288823676}"
139,"range(0, 1, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.540743340605164, '24_ahead': 23.082848881177192, '35_ahead': 27.647371309322139, '2_ahead': 3.7501039491073027, '46_ahead': 31.063830576030668}"
140,"range(0, 1, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.923582950559631, '24_ahead': 24.25237793027669, '35_ahead': 27.789777010653729, '2_ahead': 14.596578189797398, '46_ahead': 30.625322315576021}"
141,"range(0, 1, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.957428840369666, '24_ahead': 26.782404028806003, '35_ahead': 30.280349551798995, '2_ahead': 19.07028177169094, '46_ahead': 32.643434983232346}"
142,"range(0, 1, 2)",4.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.145041954592109, '24_ahead': 27.051288785833812, '35_ahead': 29.908166695366329, '2_ahead': 22.2159433751136, '46_ahead': 32.060087956978933}"
143,"range(0, 1, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.658575939021386, '24_ahead': 19.561290266086814, '35_ahead': 20.945507996702023, '2_ahead': 5.2599313937087553, '46_ahead': 24.761797787460459}"
144,"range(0, 1, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.652225054060427, '24_ahead': 23.191482942090705, '35_ahead': 27.585776136837421, '2_ahead': 4.3791882363881447, '46_ahead': 30.742892365552997}"
145,"range(0, 1, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.145587134939138, '24_ahead': 24.882238303079948, '35_ahead': 28.182779165229668, '2_ahead': 14.696326018080386, '46_ahead': 30.688284569043713}"
146,"range(0, 1, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.137539939199257, '24_ahead': 27.200688418868559, '35_ahead': 30.529486364571596, '2_ahead': 19.052719800904566, '46_ahead': 33.090485381214727}"
147,"range(0, 1, 2)",4.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.002719332639082, '24_ahead': 26.973532860920546, '35_ahead': 29.611144699485454, '2_ahead': 22.018654227690803, '46_ahead': 31.857351717414044}"
148,"range(0, 1, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.021668637023241, '24_ahead': 17.783307885767787, '35_ahead': 21.652491668978669, '2_ahead': 5.3363611840420173, '46_ahead': 18.883246098139193}"
149,"range(0, 1, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.5951779932801, '24_ahead': 23.092115599234628, '35_ahead': 27.583631043225108, '2_ahead': 4.7059795170659662, '46_ahead': 31.656050589954962}"
150,"range(0, 1, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.356985388043501, '24_ahead': 24.144384734704996, '35_ahead': 28.641364470869121, '2_ahead': 14.994776749124071, '46_ahead': 30.517071857468206}"
151,"range(0, 1, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.703956782001754, '24_ahead': 26.845176133913665, '35_ahead': 30.06443667634236, '2_ahead': 19.327846608574731, '46_ahead': 32.87193796564253}"
152,"range(0, 1, 2)",4.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.782935860554357, '24_ahead': 26.969707117870882, '35_ahead': 29.330258549917978, '2_ahead': 21.669872354971293, '46_ahead': 31.625808617341882}"
153,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.862358870774568, '24_ahead': 18.044550411531596, '35_ahead': 22.018456513639077, '2_ahead': 5.5452209020960757, '46_ahead': 19.8869416549147}"
154,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.446385682606174, '24_ahead': 23.22090075261179, '35_ahead': 27.570698883903024, '2_ahead': 3.7915184822758565, '46_ahead': 30.784804767353776}"
155,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.211344773547658, '24_ahead': 24.184366408739333, '35_ahead': 27.883737975906151, '2_ahead': 14.777439741217204, '46_ahead': 30.765246404093062}"
156,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.038720475772578, '24_ahead': 27.038655201590231, '35_ahead': 30.119155088944119, '2_ahead': 18.86194544159763, '46_ahead': 32.628661104055581}"
157,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.084269572390113, '24_ahead': 27.091977273848784, '35_ahead': 29.664197650796712, '2_ahead': 22.007716839467204, '46_ahead': 31.877568781629328}"
158,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.359983732839515, '24_ahead': 19.246178071712503, '35_ahead': 19.673865105477454, '2_ahead': 5.8959543306044484, '46_ahead': 19.340637292213902}"
159,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.369063448371527, '24_ahead': 23.292211379805799, '35_ahead': 26.859412454466014, '2_ahead': 4.5110619133882226, '46_ahead': 31.663622684142233}"
160,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.994421610889333, '24_ahead': 24.452230975975969, '35_ahead': 28.165264266155187, '2_ahead': 14.561725657087164, '46_ahead': 30.908476906178791}"
161,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.146244600511579, '24_ahead': 26.7519714800702, '35_ahead': 29.529416382244769, '2_ahead': 18.82793856667595, '46_ahead': 32.764655612931286}"
162,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.816010213026498, '24_ahead': 26.975878932835148, '35_ahead': 29.972943016133087, '2_ahead': 21.820825767474826, '46_ahead': 31.851918146306186}"
163,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.398026600056852, '24_ahead': 17.903336693815838, '35_ahead': 23.059972957733471, '2_ahead': 5.9811573644048366, '46_ahead': 20.528023460228397}"
164,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.473219276497094, '24_ahead': 23.010324712386318, '35_ahead': 27.624192141242435, '2_ahead': 3.5312871060609092, '46_ahead': 30.804951201040883}"
165,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.256324562379511, '24_ahead': 23.876303310631389, '35_ahead': 27.841767223162311, '2_ahead': 14.660951925722207, '46_ahead': 30.745481991745546}"
166,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.018435543468915, '24_ahead': 26.781981340343524, '35_ahead': 30.220594855533268, '2_ahead': 18.76148014537101, '46_ahead': 32.491522857667711}"
167,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.688024501747954, '24_ahead': 26.870893471890945, '35_ahead': 29.690035578208281, '2_ahead': 21.969811794725111, '46_ahead': 31.990534052656276}"
168,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.461381213416168, '24_ahead': 21.141987356396992, '35_ahead': 24.317157942820305, '2_ahead': 5.6567116123121917, '46_ahead': 26.484796492494915}"
169,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.62611402570079, '24_ahead': 23.117815376095265, '35_ahead': 27.740147556438707, '2_ahead': 4.1281682605597378, '46_ahead': 31.046217217256476}"
170,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.908765653088022, '24_ahead': 24.003766921283386, '35_ahead': 27.686140051315135, '2_ahead': 14.640526866299847, '46_ahead': 30.577295427999864}"
171,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.010244206370295, '24_ahead': 27.473388740954015, '35_ahead': 30.667114242143711, '2_ahead': 19.935016892747427, '46_ahead': 33.09112385438582}"
172,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.940764803945545, '24_ahead': 26.985381970189778, '35_ahead': 29.724431231026006, '2_ahead': 21.81369118152595, '46_ahead': 31.971192955019436}"
173,"range(0, 1, 2)",5.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_5,"{'13_ahead': 29.295417666082628, '24_ahead': 31.241748375108298, '35_ahead': 33.413455519100374, '2_ahead': 26.814224702293988, '46_ahead': 35.4555901657383}"
174,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.852172374054222, '24_ahead': 20.89459268649642, '35_ahead': 25.101515994317062, '2_ahead': 5.9930038188453043, '46_ahead': 27.804283723989144}"
175,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.624897617458927, '24_ahead': 23.282374200950478, '35_ahead': 27.676669279623859, '2_ahead': 3.7700903085661897, '46_ahead': 30.886751741553262}"
176,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.093085678702323, '24_ahead': 24.294348455879629, '35_ahead': 27.958827705772187, '2_ahead': 14.724844693649707, '46_ahead': 30.77390542504649}"
177,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.91677501543257, '24_ahead': 26.916146825113458, '35_ahead': 29.972404954876176, '2_ahead': 19.241426383985818, '46_ahead': 32.666248016932386}"
178,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.951188974395052, '24_ahead': 27.088067899116592, '35_ahead': 29.731290720534016, '2_ahead': 21.890727235141444, '46_ahead': 32.066099079310703}"
179,"range(0, 1, 2)",5.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_5,"{'13_ahead': 28.886763797904418, '24_ahead': 31.463084146423874, '35_ahead': 33.38733876232925, '2_ahead': 26.778890006090375, '46_ahead': 35.47601563262581}"
